"exp","wks","bluecol","ind","south","smsa","married","sex","union","ed","black","lwage","id","time"
12,48,"yes",0,"no","yes","yes","male","yes",12,"no",6.98472,"547","6"
13,48,"yes",0,"no","yes","yes","male","yes",12,"no",7.02997,"547","7"
8,47,"no",0,"no","yes","yes","male","no",16,"yes",6.85646,"548","1"
9,49,"no",0,"no","yes","yes","male","no",16,"yes",6.74524,"548","2"
10,49,"no",0,"no","yes","yes","male","no",16,"yes",6.85646,"548","3"
11,49,"no",0,"no","yes","yes","male","no",16,"yes",6.90776,"548","4"
12,49,"no",0,"no","yes","yes","male","no",16,"yes",7.1309,"548","5"
13,47,"no",0,"no","yes","yes","male","no",16,"yes",6.68461,"548","6"
14,46,"no",0,"no","yes","yes","male","no",16,"yes",6.72503,"548","7"
6,50,"yes",0,"no","yes","no","male","no",12,"no",5.70378,"549","1"
7,50,"yes",0,"no","yes","no","male","no",12,"no",5.99146,"549","2"
8,51,"yes",0,"no","yes","yes","male","no",12,"no",5.99146,"549","3"
9,50,"yes",0,"no","yes","yes","male","no",12,"no",5.99146,"549","4"
10,51,"yes",0,"no","yes","yes","male","no",12,"no",5.99146,"549","5"
11,51,"yes",0,"no","yes","yes","male","no",12,"no",6.39693,"549","6"
12,51,"yes",0,"no","yes","yes","male","no",12,"no",6.02102,"549","7"
8,48,"yes",0,"no","yes","yes","male","yes",14,"no",6.81124,"550","1"
9,50,"yes",0,"no","yes","yes","male","yes",14,"no",6.74993,"550","2"
10,47,"yes",0,"no","yes","yes","male","yes",14,"no",6.80239,"550","3"
11,49,"yes",0,"no","yes","yes","male","yes",14,"no",6.88551,"550","4"
12,48,"yes",0,"no","yes","yes","male","yes",14,"no",6.98379,"550","5"
13,47,"yes",0,"no","yes","yes","male","yes",14,"no",7.08171,"550","6"
14,47,"yes",0,"no","yes","yes","male","yes",14,"no",7.18159,"550","7"
3,39,"no",0,"no","yes","no","female","yes",16,"no",6.04025,"551","1"
4,35,"no",0,"no","yes","no","female","yes",16,"no",5.8693,"551","2"
5,37,"no",0,"no","yes","no","female","yes",16,"no",6.21461,"551","3"
6,38,"no",0,"no","yes","no","female","yes",16,"no",6.43775,"551","4"
7,39,"no",0,"no","yes","no","female","yes",16,"no",6.1717,"551","5"
8,39,"no",0,"no","yes","no","female","yes",16,"no",6.55108,"551","6"
9,37,"no",0,"no","yes","no","female","yes",16,"no",6.55108,"551","7"
6,38,"no",0,"no","no","yes","male","yes",17,"no",6.35437,"552","1"
7,37,"no",0,"no","no","yes","male","yes",17,"no",6.52209,"552","2"
8,39,"no",0,"no","no","yes","male","yes",17,"no",6.52649,"552","3"
9,35,"no",0,"no","no","yes","male","yes",17,"no",6.67203,"552","4"
10,36,"no",0,"no","no","yes","male","yes",17,"no",6.62007,"552","5"
11,39,"no",1,"no","no","yes","male","no",17,"no",6.80239,"552","6"
12,49,"no",0,"no","no","yes","male","yes",17,"no",6.76849,"552","7"
1,51,"no",0,"no","no","no","female","no",16,"no",5.9135,"553","1"
2,40,"no",0,"no","no","no","female","no",16,"no",5.8861,"553","2"
3,39,"no",0,"no","no","no","female","no",16,"no",5.99146,"553","3"
4,39,"no",0,"yes","yes","no","female","no",16,"no",6.2634,"553","4"
5,39,"no",0,"yes","yes","no","female","no",16,"no",6.35437,"553","5"
6,39,"no",0,"yes","no","no","female","no",16,"no",6.55108,"553","6"
7,40,"no",0,"yes","no","no","female","no",16,"no",6.52209,"553","7"
13,48,"no",0,"no","yes","no","female","yes",14,"no",5.82305,"554","1"
14,48,"no",0,"no","yes","no","female","no",14,"no",5.89715,"554","2"
15,49,"no",0,"no","yes","no","female","yes",14,"no",5.96358,"554","3"
16,47,"yes",0,"no","yes","no","female","yes",14,"no",6.02828,"554","4"
17,49,"no",0,"no","yes","no","female","yes",14,"no",6.10702,"554","5"
18,46,"no",0,"no","yes","no","female","yes",14,"no",6.32972,"554","6"
19,38,"no",0,"no","yes","no","female","no",14,"no",6.22654,"554","7"
27,47,"no",1,"no","yes","yes","male","no",15,"no",6.90575,"555","1"
28,47,"no",1,"no","yes","yes","male","no",15,"no",6.90575,"555","2"
29,48,"no",1,"no","yes","yes","male","no",15,"no",7.31322,"555","3"
30,47,"no",1,"no","yes","yes","male","no",15,"no",7.34601,"555","4"
31,47,"no",1,"no","yes","yes","male","no",15,"no",7.40853,"555","5"
32,48,"no",1,"no","yes","yes","male","no",15,"no",7.52294,"555","6"
33,47,"no",1,"no","yes","yes","male","no",15,"no",7.48324,"555","7"
3,50,"no",1,"no","yes","yes","male","no",16,"no",6.59715,"556","1"
4,49,"no",1,"no","yes","yes","male","no",16,"no",6.89264,"556","2"
5,49,"no",1,"no","yes","yes","male","no",16,"no",6.98749,"556","3"
6,49,"no",1,"no","yes","yes","male","no",16,"no",6.98286,"556","4"
7,49,"no",1,"no","yes","yes","male","no",16,"no",7.30317,"556","5"
8,47,"no",1,"no","yes","yes","male","no",16,"no",7.39388,"556","6"
9,46,"no",1,"no","yes","yes","male","no",16,"no",7.30317,"556","7"
16,50,"yes",1,"no","no","yes","male","no",12,"no",6.35957,"557","1"
17,51,"yes",1,"no","no","yes","male","no",12,"no",6.42811,"557","2"
18,48,"yes",1,"no","no","yes","male","no",12,"no",6.45677,"557","3"
19,47,"yes",1,"no","no","yes","male","no",12,"no",6.58341,"557","4"
20,49,"yes",1,"no","no","yes","male","no",12,"no",6.54391,"557","5"
21,51,"yes",1,"no","no","yes","male","yes",12,"no",6.89568,"557","6"
22,50,"yes",1,"no","no","yes","male","yes",12,"no",6.94409,"557","7"
14,49,"no",0,"yes","yes","no","female","no",12,"no",5.8999,"558","1"
15,48,"no",0,"yes","yes","no","female","no",12,"no",6.19236,"558","2"
16,49,"no",0,"yes","yes","no","female","no",12,"no",6.03309,"558","3"
17,49,"no",0,"yes","yes","no","female","no",12,"no",6.34388,"558","4"
18,49,"no",0,"yes","yes","no","female","no",12,"no",6.41017,"558","5"
19,49,"no",0,"yes","yes","no","female","no",12,"no",6.39526,"558","6"
20,48,"no",0,"yes","yes","no","female","no",12,"no",6.46303,"558","7"
35,48,"no",1,"yes","yes","yes","male","no",16,"no",6.31897,"559","1"
36,48,"no",1,"yes","yes","yes","male","no",16,"no",6.38182,"559","2"
37,47,"no",1,"yes","yes","yes","male","no",16,"no",6.44889,"559","3"
38,48,"no",1,"yes","yes","yes","male","no",16,"no",6.51323,"559","4"
39,47,"no",1,"yes","yes","yes","male","no",16,"no",6.56948,"559","5"
40,48,"no",0,"yes","yes","yes","male","no",16,"no",6.65801,"559","6"
41,44,"no",1,"yes","yes","yes","male","no",16,"no",6.76388,"559","7"
31,50,"yes",0,"no","no","yes","male","yes",12,"no",6.30992,"560","1"
32,50,"yes",0,"no","no","yes","male","no",12,"no",6.30992,"560","2"
33,50,"yes",0,"no","no","yes","male","no",12,"no",6.39693,"560","3"
34,42,"yes",0,"no","no","yes","male","yes",12,"no",6.39693,"560","4"
35,24,"yes",0,"no","no","yes","male","no",12,"no",6.39693,"560","5"
36,49,"yes",0,"no","no","yes","male","no",12,"no",6.47697,"560","6"
37,49,"no",0,"no","no","yes","male","no",12,"no",6.68461,"560","7"
7,45,"yes",0,"yes","yes","yes","male","no",12,"no",6.10925,"561","1"
8,50,"yes",0,"yes","yes","yes","male","no",12,"no",6.07993,"561","2"
9,25,"yes",0,"yes","yes","yes","male","no",12,"no",8.26873,"561","3"
10,52,"yes",0,"yes","yes","yes","male","no",12,"no",6.51471,"561","4"
11,52,"yes",0,"yes","yes","yes","male","no",12,"no",6.46925,"561","5"
12,52,"yes",0,"yes","yes","yes","male","no",12,"no",6.79794,"561","6"
13,50,"yes",0,"yes","yes","yes","male","no",12,"no",6.92756,"561","7"
2,32,"no",0,"yes","yes","no","male","no",17,"no",6.43775,"562","1"
3,50,"no",0,"yes","yes","no","male","no",17,"no",6.59304,"562","2"
4,50,"no",0,"no","yes","no","male","no",17,"no",6.68461,"562","3"
5,47,"no",0,"no","yes","yes","male","no",17,"no",6.85646,"562","4"
6,50,"no",0,"no","yes","yes","male","no",17,"no",7.09008,"562","5"
7,49,"no",0,"no","yes","yes","male","no",17,"no",7.1025,"562","6"
8,49,"no",0,"no","yes","yes","male","no",17,"no",7.27932,"562","7"
30,46,"no",0,"no","yes","yes","male","yes",14,"no",6.65673,"563","1"
31,44,"no",0,"no","yes","yes","male","yes",14,"no",6.74052,"563","2"
32,46,"no",0,"no","yes","yes","male","yes",14,"no",6.90776,"563","3"
33,43,"no",0,"no","yes","yes","male","yes",14,"no",6.90776,"563","4"
34,46,"no",0,"no","yes","yes","male","yes",14,"no",6.90776,"563","5"
35,21,"no",0,"no","yes","yes","male","yes",14,"no",6.93245,"563","6"
36,48,"no",0,"no","yes","yes","male","yes",14,"no",6.90776,"563","7"
6,48,"yes",0,"yes","no","yes","male","yes",14,"no",6.57925,"564","1"
7,52,"yes",0,"yes","no","yes","male","yes",14,"no",6.77422,"564","2"
8,50,"yes",0,"yes","no","yes","male","yes",14,"no",6.84268,"564","3"
9,52,"yes",0,"yes","no","yes","male","yes",14,"no",6.95655,"564","4"
10,51,"no",0,"yes","no","yes","male","no",14,"no",7.02554,"564","5"
11,49,"no",0,"yes","no","yes","male","yes",14,"no",7.08423,"564","6"
12,49,"no",0,"yes","no","yes","male","yes",14,"no",7.15305,"564","7"
25,51,"yes",0,"yes","yes","yes","male","yes",11,"no",6.84268,"565","1"
26,44,"no",0,"yes","yes","yes","male","no",11,"no",6.90575,"565","2"
27,51,"no",0,"yes","yes","yes","male","no",11,"no",7.1309,"565","3"
28,50,"no",0,"yes","yes","yes","male","no",11,"no",7.27031,"565","4"
29,52,"no",0,"yes","yes","yes","male","no",11,"no",7.05359,"565","5"
30,51,"yes",0,"yes","yes","yes","male","no",11,"no",6.9613,"565","6"
31,49,"no",0,"yes","yes","yes","male","no",11,"no",8.04719,"565","7"
2,25,"no",0,"yes","yes","no","male","no",16,"no",6.35437,"566","1"
3,46,"no",0,"yes","yes","no","male","no",16,"no",6.51471,"566","2"
4,50,"no",0,"yes","yes","no","male","no",16,"no",6.2634,"566","3"
5,48,"no",0,"yes","yes","no","male","no",16,"no",6.68461,"566","4"
6,47,"no",0,"yes","yes","no","male","no",16,"no",7.14362,"566","5"
7,47,"no",0,"yes","yes","no","male","no",16,"no",7.19519,"566","6"
8,48,"no",0,"yes","yes","no","male","no",16,"no",7.24423,"566","7"
40,51,"yes",0,"no","no","yes","male","no",10,"no",5.82895,"567","1"
41,51,"yes",1,"no","no","yes","male","no",10,"no",5.82895,"567","2"
42,50,"yes",1,"no","no","yes","male","no",10,"no",5.82895,"567","3"
43,40,"yes",1,"no","no","yes","male","no",10,"no",5.84354,"567","4"
44,36,"yes",1,"no","no","yes","male","no",10,"no",5.8999,"567","5"
45,41,"yes",0,"no","no","yes","male","no",10,"no",6.04025,"567","6"
46,51,"yes",0,"no","no","yes","male","no",10,"no",6.21461,"567","7"
7,48,"yes",1,"no","no","yes","male","yes",14,"no",6.42487,"568","1"
8,49,"yes",0,"no","no","yes","male","yes",14,"no",6.48004,"568","2"
9,49,"yes",0,"no","no","yes","male","yes",14,"no",6.58064,"568","3"
10,47,"yes",1,"no","no","yes","male","yes",14,"no",6.68461,"568","4"
11,47,"yes",1,"no","no","yes","male","yes",14,"no",6.80793,"568","5"
12,46,"yes",1,"no","no","yes","male","yes",14,"no",6.92363,"568","6"
13,48,"yes",1,"no","no","yes","male","yes",14,"no",6.98379,"568","7"
19,50,"yes",1,"no","yes","yes","male","no",12,"no",6.46614,"569","1"
20,50,"yes",1,"no","yes","yes","male","no",12,"no",6.62007,"569","2"
21,51,"yes",1,"no","yes","yes","male","no",12,"no",6.62007,"569","3"
22,49,"yes",1,"no","yes","yes","male","no",12,"no",6.90776,"569","4"
23,49,"yes",1,"no","yes","yes","male","no",12,"no",7.04752,"569","5"
24,49,"yes",1,"no","yes","yes","male","no",12,"no",7.25912,"569","6"
25,51,"yes",1,"no","yes","yes","male","no",12,"no",7.15929,"569","7"
8,48,"yes",0,"no","yes","no","female","no",12,"no",5.81711,"570","1"
9,46,"yes",0,"no","yes","no","female","no",12,"no",5.8861,"570","2"
10,49,"yes",0,"no","yes","no","female","no",12,"no",5.99894,"570","3"
11,49,"no",0,"no","yes","no","female","no",12,"no",6.06611,"570","4"
12,49,"yes",0,"no","yes","no","female","no",12,"no",6.14419,"570","5"
13,49,"yes",0,"no","yes","no","female","no",12,"no",6.29157,"570","6"
14,48,"yes",0,"no","yes","no","female","no",12,"no",6.36303,"570","7"
8,50,"yes",0,"no","yes","yes","male","yes",12,"no",6.34564,"571","1"
9,50,"yes",0,"no","yes","yes","male","yes",12,"no",6.47389,"571","2"
10,51,"yes",0,"no","yes","yes","male","yes",12,"no",6.82437,"571","3"
11,50,"no",0,"no","yes","yes","male","yes",12,"no",6.8977,"571","4"
12,49,"no",0,"no","yes","yes","male","yes",12,"no",6.97073,"571","5"
13,50,"yes",0,"no","yes","yes","male","yes",12,"no",7.04752,"571","6"
14,50,"yes",0,"no","yes","yes","male","yes",12,"no",6.91274,"571","7"
3,30,"yes",0,"no","yes","yes","male","no",11,"no",5.70378,"572","1"
4,50,"yes",0,"no","yes","no","male","no",11,"no",5.99146,"572","2"
5,48,"yes",0,"no","yes","yes","male","no",11,"no",6.21461,"572","3"
6,48,"yes",0,"no","no","yes","male","no",11,"no",6.44572,"572","4"
7,40,"yes",0,"no","yes","yes","male","no",11,"no",6.39693,"572","5"
8,51,"yes",0,"no","yes","yes","male","no",11,"no",6.62007,"572","6"
9,50,"yes",0,"no","yes","yes","male","no",11,"no",6.22654,"572","7"
5,51,"no",0,"yes","yes","yes","male","yes",12,"no",6.10925,"573","1"
6,51,"yes",0,"yes","yes","yes","male","yes",12,"no",6.21461,"573","2"
7,49,"yes",0,"yes","yes","yes","male","yes",12,"no",6.25958,"573","3"
8,50,"yes",0,"yes","yes","yes","male","yes",12,"no",6.30628,"573","4"
9,50,"yes",0,"yes","yes","yes","male","yes",12,"no",6.40688,"573","5"
10,50,"yes",0,"yes","yes","yes","male","no",12,"no",6.48311,"573","6"
11,51,"yes",1,"yes","yes","yes","male","yes",12,"no",6.62007,"573","7"
4,49,"yes",0,"yes","yes","yes","male","no",12,"no",6.28227,"574","1"
5,48,"yes",0,"yes","yes","yes","male","no",12,"no",6.38856,"574","2"
6,48,"yes",0,"yes","yes","yes","male","no",12,"no",6.4552,"574","3"
7,49,"yes",0,"yes","no","yes","male","no",12,"no",6.66696,"574","4"
8,49,"yes",0,"yes","no","yes","male","no",12,"no",6.83518,"574","5"
9,49,"yes",0,"yes","no","yes","male","no",12,"no",6.90776,"574","6"
10,48,"yes",0,"yes","no","yes","male","no",12,"no",6.97541,"574","7"
6,49,"no",0,"no","yes","yes","male","no",14,"no",5.79606,"575","1"
7,50,"no",0,"no","yes","yes","male","no",14,"no",5.98141,"575","2"
8,49,"no",0,"no","yes","yes","male","no",14,"no",6.04025,"575","3"
9,49,"no",0,"no","yes","yes","male","no",14,"no",6.1717,"575","4"
10,49,"no",0,"no","yes","yes","male","no",14,"no",6.28972,"575","5"
11,49,"no",0,"no","yes","yes","male","no",14,"no",6.39526,"575","6"
12,49,"no",0,"no","yes","yes","male","no",14,"no",6.57786,"575","7"
2,50,"no",0,"no","yes","no","male","no",12,"no",6.21461,"576","1"
3,50,"no",0,"no","yes","yes","male","no",12,"no",6.2634,"576","2"
4,45,"no",0,"no","yes","yes","male","no",12,"no",6.30992,"576","3"
5,48,"no",0,"no","yes","yes","male","no",12,"no",6.47697,"576","4"
6,51,"no",0,"no","yes","yes","male","no",12,"no",6.39693,"576","5"
7,51,"no",0,"no","yes","yes","male","no",12,"no",6.68461,"576","6"
8,50,"no",0,"no","yes","yes","male","no",12,"no",6.68461,"576","7"
10,30,"yes",0,"no","no","yes","male","no",12,"no",5.92693,"577","1"
11,52,"yes",0,"no","no","yes","male","no",12,"no",5.99146,"577","2"
12,52,"yes",0,"no","no","yes","male","no",12,"no",6.10925,"577","3"
13,50,"yes",0,"no","no","yes","male","no",12,"no",6.21461,"577","4"
14,51,"yes",0,"no","no","yes","male","no",12,"no",6.2634,"577","5"
15,51,"yes",0,"no","no","yes","male","no",12,"no",6.39693,"577","6"
16,50,"yes",0,"no","no","yes","male","no",12,"no",6.55108,"577","7"
6,40,"yes",1,"no","no","yes","male","no",13,"no",6.39359,"578","1"
7,49,"yes",1,"no","no","yes","male","no",13,"no",6.46147,"578","2"
8,49,"yes",1,"no","no","yes","male","no",13,"no",6.44889,"578","3"
9,49,"yes",1,"no","no","yes","male","no",13,"no",6.63726,"578","4"
10,50,"yes",1,"no","no","yes","male","no",13,"no",6.75926,"578","5"
11,46,"yes",1,"no","no","yes","male","no",13,"no",6.83518,"578","6"
12,45,"yes",1,"no","no","yes","male","no",13,"no",6.91968,"578","7"
3,51,"no",0,"yes","yes","no","female","no",16,"no",5.79606,"579","1"
4,50,"no",0,"yes","yes","no","female","no",16,"no",5.92693,"579","2"
5,50,"no",0,"yes","yes","no","female","no",16,"no",5.96615,"579","3"
6,50,"no",0,"yes","yes","no","female","no",16,"no",6.17379,"579","4"
7,47,"no",0,"yes","yes","no","female","no",16,"no",6.47697,"579","5"
8,50,"no",0,"yes","yes","no","female","no",16,"no",6.70073,"579","6"
9,51,"no",0,"yes","yes","no","female","no",16,"no",6.71296,"579","7"
5,51,"yes",1,"no","yes","yes","male","yes",12,"no",6.29157,"580","1"
6,42,"yes",1,"no","yes","yes","male","yes",12,"no",6.38856,"580","2"
7,48,"yes",1,"no","yes","yes","male","yes",12,"no",6.46147,"580","3"
8,47,"yes",1,"no","yes","yes","male","yes",12,"no",6.57925,"580","4"
9,49,"yes",1,"no","yes","yes","male","yes",12,"no",6.60665,"580","5"
10,48,"yes",0,"no","yes","yes","male","yes",12,"no",6.71538,"580","6"
11,46,"yes",1,"no","yes","yes","male","no",12,"no",6.99393,"580","7"
8,39,"no",0,"no","yes","yes","male","yes",17,"no",6.77422,"581","1"
9,40,"no",0,"no","yes","yes","male","yes",17,"no",6.77422,"581","2"
10,41,"no",0,"no","yes","yes","male","yes",17,"no",6.89264,"581","3"
11,34,"no",0,"no","no","yes","male","yes",17,"no",6.95655,"581","4"
12,50,"no",0,"no","yes","yes","male","yes",17,"no",6.95655,"581","5"
13,40,"no",0,"no","yes","yes","male","yes",17,"no",7.18917,"581","6"
14,38,"no",0,"no","yes","yes","male","yes",17,"no",7.28619,"581","7"
2,47,"yes",0,"no","yes","no","male","no",12,"no",5.70378,"582","1"
3,31,"yes",0,"no","yes","no","male","no",12,"no",6.1181,"582","2"
4,45,"yes",0,"no","yes","no","male","no",12,"no",6.39693,"582","3"
5,51,"yes",0,"no","yes","no","male","no",12,"no",6.72743,"582","4"
6,49,"yes",0,"no","yes","no","male","no",12,"no",6.78784,"582","5"
7,50,"yes",0,"no","yes","no","male","no",12,"no",6.91771,"582","6"
8,51,"yes",0,"no","yes","no","male","no",12,"no",6.96224,"582","7"
7,50,"yes",1,"no","no","yes","male","no",12,"no",6.29342,"583","1"
8,50,"yes",1,"no","no","yes","male","no",12,"no",6.51323,"583","2"
9,46,"yes",1,"no","no","yes","male","no",12,"no",6.64898,"583","3"
10,47,"yes",1,"no","no","yes","male","no",12,"no",6.88346,"583","4"
11,43,"yes",1,"no","no","yes","male","no",12,"no",7.04752,"583","5"
12,44,"yes",1,"no","no","yes","male","no",12,"no",7.1293,"583","6"
13,47,"yes",1,"no","no","yes","male","no",12,"no",7.16858,"583","7"
5,52,"yes",0,"no","yes","yes","male","no",12,"no",6.21461,"584","1"
6,51,"yes",0,"no","yes","yes","male","no",12,"no",6.30992,"584","2"
7,49,"yes",0,"no","yes","yes","male","no",12,"no",6.65286,"584","3"
8,50,"yes",0,"no","yes","yes","male","no",12,"no",6.53233,"584","4"
9,49,"yes",0,"no","yes","yes","male","no",12,"no",6.60259,"584","5"
10,50,"yes",0,"no","yes","yes","male","no",12,"no",6.70073,"584","6"
11,50,"yes",0,"no","yes","yes","male","no",12,"no",6.65286,"584","7"
5,50,"no",0,"no","yes","yes","male","no",16,"no",6.55108,"585","1"
6,51,"no",0,"no","yes","yes","male","no",16,"no",6.58617,"585","2"
7,48,"no",0,"no","yes","yes","male","no",16,"no",6.68461,"585","3"
8,51,"no",0,"no","yes","yes","male","no",16,"no",6.77992,"585","4"
9,48,"no",0,"no","yes","yes","male","no",16,"no",6.90776,"585","5"
10,50,"no",0,"no","yes","yes","male","no",16,"no",7.05704,"585","6"
11,49,"no",0,"no","yes","yes","male","no",16,"no",7.02731,"585","7"
14,51,"yes",1,"yes","no","yes","male","no",10,"no",5.68698,"586","1"
15,51,"yes",1,"yes","no","yes","male","no",10,"no",5.70378,"586","2"
16,51,"yes",1,"yes","no","yes","male","no",10,"no",5.84354,"586","3"
17,51,"yes",1,"yes","no","yes","male","no",10,"no",5.99146,"586","4"
18,51,"yes",1,"yes","no","yes","male","no",10,"no",6.06379,"586","5"
19,50,"yes",1,"yes","no","yes","male","no",10,"no",6.10925,"586","6"
20,30,"yes",1,"yes","no","yes","male","no",10,"no",5.99146,"586","7"
12,50,"yes",0,"no","yes","yes","male","yes",12,"yes",6.61874,"587","1"
13,50,"yes",0,"no","yes","yes","male","yes",12,"yes",6.70319,"587","2"
14,49,"yes",0,"no","yes","yes","male","yes",12,"yes",6.78897,"587","3"
15,49,"yes",0,"no","yes","yes","male","yes",12,"yes",6.88449,"587","4"
16,48,"yes",0,"no","yes","yes","male","yes",12,"yes",7.07834,"587","5"
17,48,"yes",0,"no","yes","yes","male","yes",12,"yes",7.11883,"587","6"
18,48,"yes",0,"no","yes","yes","male","yes",12,"yes",7.17931,"587","7"
1,51,"no",0,"yes","no","yes","male","no",16,"no",5.43808,"588","1"
2,50,"no",0,"yes","yes","yes","male","no",16,"no",5.92693,"588","2"
3,49,"no",0,"yes","yes","yes","male","no",16,"no",6.05209,"588","3"
4,49,"no",0,"yes","yes","yes","male","no",16,"no",6.10702,"588","4"
5,49,"no",0,"yes","yes","yes","male","no",16,"no",6.57786,"588","5"
6,50,"no",0,"yes","yes","yes","male","no",16,"no",6.35611,"588","6"
7,50,"no",0,"yes","yes","yes","male","no",16,"no",6.80239,"588","7"
31,48,"yes",0,"no","yes","yes","male","yes",12,"no",6.66696,"589","1"
32,47,"yes",0,"no","yes","yes","male","yes",12,"no",6.73697,"589","2"
33,46,"yes",0,"no","yes","yes","male","yes",12,"no",6.80461,"589","3"
34,47,"yes",0,"no","yes","yes","male","yes",12,"no",6.87523,"589","4"
35,47,"yes",0,"no","yes","yes","male","yes",12,"no",6.95081,"589","5"
36,46,"yes",0,"no","yes","yes","male","yes",12,"no",7.07834,"589","6"
37,46,"yes",0,"no","yes","yes","male","yes",12,"no",7.17012,"589","7"
3,44,"yes",1,"no","yes","yes","male","yes",12,"no",6.33683,"590","1"
4,45,"yes",1,"no","yes","yes","male","yes",12,"no",6.53379,"590","2"
